country,year,sex,age,suicides_no,population,suicide_rate
Lithuania,2001,female,75+ years,40,128791,31.05807083
Lithuania,2001,male,15-24 years,119,253439,46.95409941
Lithuania,2001,male,25-34 years,190,243174,78.13335307
Lithuania,2001,male,35-54 years,559,453841,123.1708902
Lithuania,2001,male,5-14 years,8,252622,3.166786741
Lithuania,2001,male,55-74 years,322,276422,116.4885574
Lithuania,2001,male,75+ years,57,51713,110.2237348
Lithuania,2002,female,15-24 years,15,247514,6.060263258
Lithuania,2002,female,25-34 years,28,242244,11.55859381
Lithuania,2002,female,35-54 years,74,498421,14.84688647
Lithuania,2002,female,5-14 years,1,230997,0.432906055
Lithuania,2002,female,55-74 years,85,399066,21.29973488
Lithuania,2002,female,75+ years,39,135785,28.7218765
Lithuania,2002,male,15-24 years,156,255044,61.16591647
Lithuania,2002,male,25-34 years,204,237814,85.7813249
Lithuania,2002,male,35-54 years,613,456468,134.2919986
Lithuania,2002,male,5-14 years,4,240849,1.660791616
Lithuania,2002,male,55-74 years,285,275961,103.2754628
Lithuania,2002,male,75+ years,47,54325,86.51633686
Lithuania,2003,female,15-24 years,11,247710,4.440676598
Lithuania,2003,female,25-34 years,24,237053,10.12431819
Lithuania,2003,female,35-54 years,111,499080,22.2409233
Lithuania,2003,female,5-14 years,2,220424,0.907342213
Lithuania,2003,female,55-74 years,72,396850,18.14287514
Lithuania,2003,female,75+ years,36,143383,25.107579
Lithuania,2003,male,15-24 years,122,255707,47.71085657
Lithuania,2003,male,25-34 years,205,233362,87.84635031
Lithuania,2003,male,35-54 years,529,458658,115.3364816
Lithuania,2003,male,5-14 years,2,230665,0.867058288
Lithuania,2003,male,55-74 years,288,274066,105.0841768
Lithuania,2003,male,75+ years,53,57169,92.70758628
Lithuania,2004,female,15-24 years,19,245226,7.747954948
Lithuania,2004,female,25-34 years,24,231241,10.37878231
Lithuania,2004,female,35-54 years,98,496461,19.73971772
Lithuania,2004,female,5-14 years,1,210788,0.474410308
Lithuania,2004,female,55-74 years,73,395331,18.465539
Lithuania,2004,female,75+ years,41,150000,27.33333333
Lithuania,2004,male,15-24 years,115,254022,45.27166938
Lithuania,2004,male,25-34 years,193,227897,84.6873807
Lithuania,2004,male,35-54 years,491,457735,107.2673053
Lithuania,2004,male,5-14 years,6,221380,2.710271931
Lithuania,2004,male,55-74 years,271,272871,99.31432802
Lithuania,2004,male,75+ years,48,60017,79.97733975
Lithuania,2005,female,15-24 years,11,240386,4.575973642
Lithuania,2005,female,25-34 years,19,223982,8.482824513
Lithuania,2005,female,35-54 years,84,492082,17.07032568
Lithuania,2005,female,5-14 years,1,200467,0.49883522
Lithuania,2005,female,55-74 years,86,393282,21.86726064
Lithuania,2005,female,75+ years,34,154994,21.93633302
Lithuania,2005,male,15-24 years,100,249053,40.15209614
Lithuania,2005,male,25-34 years,172,221170,77.76823258
Lithuania,2005,male,35-54 years,469,453800,103.3494932
Lithuania,2005,male,5-14 years,2,211022,0.947768479
Lithuania,2005,male,55-74 years,289,271641,106.3904197
Lithuania,2005,male,75+ years,52,62849,82.73799106
Lithuania,2006,female,15-24 years,10,236885,4.221457669
Lithuania,2006,female,25-34 years,19,217069,8.752977164
Lithuania,2006,female,35-54 years,70,488597,14.32673553
Lithuania,2006,female,5-14 years,1,189257,0.528382041
Lithuania,2006,female,55-74 years,59,390589,15.10539211
Lithuania,2006,female,75+ years,37,159540,23.19167607
Lithuania,2006,male,15-24 years,97,244528,39.66825885
Lithuania,2006,male,25-34 years,96,214726,44.70813968
Lithuania,2006,male,35-54 years,366,450132,81.30948255
Lithuania,2006,male,5-14 years,5,199438,2.507044796
Lithuania,2006,male,55-74 years,238,269578,88.28613611
Lithuania,2006,male,75+ years,51,65428,77.94827902
Lithuania,2007,female,15-24 years,10,236177,4.234112551
Lithuania,2007,female,25-34 years,17,212154,8.013047126
Lithuania,2007,female,35-54 years,60,485943,12.34712713
Lithuania,2007,female,5-14 years,4,177982,2.247418278
Lithuania,2007,female,55-74 years,46,387684,11.86533362
Lithuania,2007,female,75+ years,40,164150,24.36795614
Lithuania,2007,male,15-24 years,101,243589,41.46328447
Lithuania,2007,male,25-34 years,146,210164,69.46955711
Lithuania,2007,male,35-54 years,326,447405,72.86463048
Lithuania,2007,male,5-14 years,4,187735,2.130662902
Lithuania,2007,male,55-74 years,220,267333,82.29436695
Lithuania,2007,male,75+ years,51,67551,75.49851224
Lithuania,2008,female,15-24 years,17,234198,7.258815191
Lithuania,2008,female,25-34 years,15,208792,7.184183302
Lithuania,2008,female,35-54 years,65,483453,13.44494708
Lithuania,2008,female,5-14 years,0,167804,0
Lithuania,2008,female,55-74 years,60,384300,15.6128025
Lithuania,2008,female,75+ years,36,168662,21.34446408
Lithuania,2008,male,15-24 years,114,242106,47.08681321
Lithuania,2008,male,25-34 years,155,207780,74.59813264
Lithuania,2008,male,35-54 years,401,444829,90.14700031
Lithuania,2008,male,5-14 years,2,177345,1.127745355
Lithuania,2008,male,55-74 years,190,264954,71.71056108
Lithuania,2008,male,75+ years,56,69533,80.53729884
Lithuania,2009,female,15-24 years,16,229147,6.9824174
Lithuania,2009,female,25-34 years,15,205781,7.289302705
Lithuania,2009,female,35-54 years,65,480247,13.53470193
Lithuania,2009,female,5-14 years,2,160188,1.248532974
Lithuania,2009,female,55-74 years,48,381948,12.56715574
Lithuania,2009,female,75+ years,40,172277,23.2184215
Lithuania,2009,male,15-24 years,109,237032,45.98535219
Lithuania,2009,male,25-34 years,116,205749,56.37937487
Lithuania,2009,male,35-54 years,428,440281,97.21064502
Lithuania,2009,male,5-14 years,3,169250,1.772525849
Lithuania,2009,male,55-74 years,239,263507,90.69967781
Lithuania,2009,male,75+ years,57,71090,80.18005345
Lithuania,2010,female,15-24 years,14,218961,6.393832692
Lithuania,2010,female,25-34 years,11,196906,5.586421948
Lithuania,2010,female,35-54 years,72,471491,15.27070506
Lithuania,2010,female,5-14 years,1,153084,0.653236132
Lithuania,2010,female,55-74 years,50,380465,13.14181331
Lithuania,2010,female,75+ years,41,175611,23.34705685
Lithuania,2010,male,15-24 years,93,227810,40.82349326
Lithuania,2010,male,25-34 years,110,198028,55.54770033
Lithuania,2010,male,35-54 years,357,430396,82.94686754
Lithuania,2010,male,5-14 years,1,161599,0.61881571
Lithuania,2010,male,55-74 years,219,262907,83.29941766
Lithuania,2010,male,75+ years,49,72479,67.60578926
Lithuania,2011,female,15-24 years,10,207726,4.814033872
Lithuania,2011,female,25-34 years,17,187312,9.075766635
Lithuania,2011,female,35-54 years,67,460566,14.54731787
Lithuania,2011,female,5-14 years,1,146411,0.68300879
Lithuania,2011,female,55-74 years,68,378929,17.94531429
Lithuania,2011,female,75+ years,38,179526,21.16685048
Lithuania,2011,male,15-24 years,74,217769,33.98096148
Lithuania,2011,male,25-34 years,124,189937,65.28480496
Lithuania,2011,male,35-54 years,349,420391,83.01795233
Lithuania,2011,male,5-14 years,1,154519,0.647169604
Lithuania,2011,male,55-74 years,213,262391,81.17656474
Lithuania,2011,male,75+ years,56,74328,75.34172855
Lithuania,2012,female,15-24 years,8,199629,4.00743379
Lithuania,2012,female,25-34 years,10,183799,5.44072601
Lithuania,2012,female,35-54 years,74,451819,16.37823996
Lithuania,2012,female,5-14 years,0,141261,0
Lithuania,2012,female,55-74 years,45,378541,11.88774796
Lithuania,2012,female,75+ years,37,183510,20.16238897
Lithuania,2012,male,15-24 years,64,209964,30.48141586
Lithuania,2012,male,25-34 years,117,187811,62.29667059
Lithuania,2012,male,35-54 years,321,413107,77.70383944
Lithuania,2012,male,5-14 years,3,149055,2.012679883
Lithuania,2012,male,55-74 years,195,263194,74.08983487
Lithuania,2012,male,75+ years,53,76080,69.66351209
Lithuania,2013,female,15-24 years,17,192772,8.818708111
Lithuania,2013,female,25-34 years,22,182444,12.05849466
Lithuania,2013,female,35-54 years,75,442140,16.96295291
Lithuania,2013,female,5-14 years,3,137471,2.182278444
Lithuania,2013,female,55-74 years,41,380096,10.78674861
Lithuania,2013,female,75+ years,40,186711,21.42348335
Lithuania,2013,male,15-24 years,96,203647,47.1403949
Lithuania,2013,male,25-34 years,121,188010,64.35827881
Lithuania,2013,male,35-54 years,382,405191,94.27652638
Lithuania,2013,male,5-14 years,2,144800,1.38121547
Lithuania,2013,male,55-74 years,223,265835,83.8866214
Lithuania,2013,male,75+ years,63,77510,81.27983486
Lithuania,2014,female,15-24 years,12,186406,6.437561023
Lithuania,2014,female,25-34 years,11,182183,6.037884984
Lithuania,2014,female,35-54 years,43,431495,9.965353017
Lithuania,2014,female,5-14 years,3,135051,2.221383033
Lithuania,2014,female,55-74 years,47,383128,12.26744065
Lithuania,2014,female,75+ years,45,189437,23.75459915
Lithuania,2014,male,15-24 years,88,197504,44.55605962
Lithuania,2014,male,25-34 years,94,189300,49.65662969
Lithuania,2014,male,35-54 years,309,396758,77.88122735
Lithuania,2014,male,5-14 years,2,141934,1.409105641
Lithuania,2014,male,55-74 years,204,269618,75.66260413
Lithuania,2014,male,75+ years,72,78763,91.41348095
Lithuania,2015,female,15-24 years,10,178882,5.59027739
Lithuania,2015,female,25-34 years,17,182926,9.293375463
Lithuania,2015,female,35-54 years,46,419841,10.95652878
Lithuania,2015,female,5-14 years,3,133506,2.247090018
Lithuania,2015,female,55-74 years,55,386892,14.21585352
Lithuania,2015,female,75+ years,38,191358,19.85806708
Lithuania,2015,male,15-24 years,66,188903,34.93856635
Lithuania,2015,male,25-34 years,101,190800,52.93501048
Lithuania,2015,male,35-54 years,275,387255,71.01264025
Lithuania,2015,male,5-14 years,2,140115,1.427398922
Lithuania,2015,male,55-74 years,216,273776,78.89661621
Lithuania,2015,male,75+ years,67,79672,84.09478863
Lithuania,2016,female,15-24 years,6,168917,3.552040351
Lithuania,2016,female,25-34 years,8,182632,4.380393359
Lithuania,2016,female,35-54 years,41,406249,10.09233253
Lithuania,2016,female,5-14 years,0,132576,0
Lithuania,2016,female,55-74 years,45,390385,11.52708224
Lithuania,2016,female,75+ years,29,193001,15.02582888
Lithuania,2016,male,15-24 years,41,177888,23.04821011
Lithuania,2016,male,25-34 years,96,191346,50.17089461
Lithuania,2016,male,35-54 years,266,376689,70.6152821
Lithuania,2016,male,5-14 years,4,139278,2.871953934
Lithuania,2016,male,55-74 years,212,277763,76.32406044
Lithuania,2016,male,75+ years,78,80426,96.98356253
Mauritius,2000,female,15-24 years,11,102131,10.77048105
Mauritius,2000,female,25-34 years,9,93975,9.577015164
Mauritius,2000,female,35-54 years,9,159364,5.647448608
Mauritius,2000,female,5-14 years,0,98361,0
Mauritius,2000,female,55-74 years,1,63460,1.575795777
Mauritius,2000,female,75+ years,0,16509,0
Mauritius,2000,male,15-24 years,25,102779,24.32403507
Mauritius,2000,male,25-34 years,28,94136,29.74419988
Mauritius,2000,male,35-54 years,40,160762,24.88150185
Mauritius,2000,male,5-14 years,0,100755,0
Mauritius,2000,male,55-74 years,13,54106,24.02691014
Mauritius,2000,male,75+ years,1,9735,10.27221366
Mauritius,2001,female,15-24 years,13,101083,12.86071842
Mauritius,2001,female,25-34 years,5,93411,5.352688656
Mauritius,2001,female,35-54 years,13,165008,7.878405895
Mauritius,2001,female,5-14 years,1,99293,1.007120341
Mauritius,2001,female,55-74 years,4,64392,6.211951795
Mauritius,2001,female,75+ years,1,17391,5.750100627
Mauritius,2001,male,15-24 years,8,102151,7.831543499
Mauritius,2001,male,25-34 years,21,93054,22.56754143
Mauritius,2001,male,35-54 years,33,166424,19.82887084
Mauritius,2001,male,5-14 years,1,101693,0.983351853
Mauritius,2001,male,55-74 years,12,54628,21.96675697
Mauritius,2001,male,75+ years,1,10419,9.597850082
Mauritius,2002,female,15-24 years,11,99542,11.0506118
Mauritius,2002,female,25-34 years,6,94139,6.373554
Mauritius,2002,female,35-54 years,9,168822,5.331058748
Mauritius,2002,female,5-14 years,0,99967,0
Mauritius,2002,female,55-74 years,3,66002,4.545316809
Mauritius,2002,female,75+ years,0,18012,0
Mauritius,2002,male,15-24 years,17,100533,16.90987039
Mauritius,2002,male,25-34 years,28,93399,29.9789077
Mauritius,2002,male,35-54 years,43,170023,25.29069596
Mauritius,2002,male,5-14 years,0,102373,0
Mauritius,2002,male,55-74 years,13,56153,23.15103378
Mauritius,2002,male,75+ years,1,10790,9.267840593
Mauritius,2003,female,15-24 years,8,97740,8.184980561
Mauritius,2003,female,25-34 years,5,95550,5.232862376
Mauritius,2003,female,35-54 years,8,172697,4.632390835
Mauritius,2003,female,5-14 years,0,100012,0
Mauritius,2003,female,55-74 years,3,68440,4.38340152
Mauritius,2003,female,75+ years,0,18660,0
Mauritius,2003,male,15-24 years,6,99166,6.050460843
Mauritius,2003,male,25-34 years,20,94542,21.15461911
Mauritius,2003,male,35-54 years,24,173619,13.82337187
Mauritius,2003,male,5-14 years,1,102552,0.975115064
Mauritius,2003,male,55-74 years,12,58071,20.66435915
Mauritius,2003,male,75+ years,1,11185,8.940545373
Mauritius,2004,female,15-24 years,5,96083,5.203834185
Mauritius,2004,female,25-34 years,6,97926,6.127075547
Mauritius,2004,female,35-54 years,8,175289,4.56389163
Mauritius,2004,female,5-14 years,0,99417,0
Mauritius,2004,female,55-74 years,3,70970,4.227138227
Mauritius,2004,female,75+ years,0,19076,0
Mauritius,2004,male,15-24 years,11,98158,11.2064223
Mauritius,2004,male,25-34 years,22,96551,22.78588518
Mauritius,2004,male,35-54 years,34,175824,19.33751934
Mauritius,2004,male,5-14 years,0,102106,0
Mauritius,2004,male,55-74 years,6,60315,9.947774186
Mauritius,2004,male,75+ years,2,11376,17.58087201
Mauritius,2005,female,15-24 years,5,94435,5.294647112
Mauritius,2005,female,25-34 years,5,99884,5.005806736
Mauritius,2005,female,35-54 years,7,177511,3.943417591
Mauritius,2005,female,5-14 years,0,98568,0
Mauritius,2005,female,55-74 years,5,74380,6.722237161
Mauritius,2005,female,75+ years,1,19557,5.11325868
Mauritius,2005,male,15-24 years,9,96661,9.310890638
Mauritius,2005,male,25-34 years,18,98556,18.26372824
Mauritius,2005,male,35-54 years,39,177945,21.91688443
Mauritius,2005,male,5-14 years,1,101372,0.986465691
Mauritius,2005,male,55-74 years,11,63489,17.32583597
Mauritius,2005,male,75+ years,1,11584,8.632596685
Mauritius,2006,female,15-24 years,9,94140,9.560229446
Mauritius,2006,female,25-34 years,5,101903,4.90662689
Mauritius,2006,female,35-54 years,8,178302,4.486769638
Mauritius,2006,female,5-14 years,1,97629,1.024285817
Mauritius,2006,female,55-74 years,3,78655,3.814124976
Mauritius,2006,female,75+ years,3,19672,15.25010167
Mauritius,2006,male,15-24 years,17,96530,17.61110536
Mauritius,2006,male,25-34 years,19,100827,18.84415881
Mauritius,2006,male,35-54 years,37,178169,20.76680006
Mauritius,2006,male,5-14 years,0,100406,0
Mauritius,2006,male,55-74 years,10,67670,14.77759716
Mauritius,2006,male,75+ years,6,11398,52.64081418
Mauritius,2007,female,15-24 years,11,94225,11.67418413
Mauritius,2007,female,25-34 years,7,103004,6.795852588
Mauritius,2007,female,35-54 years,9,179726,5.007622715
Mauritius,2007,female,5-14 years,1,96189,1.039619915
Mauritius,2007,female,55-74 years,2,82534,2.423243754
Mauritius,2007,female,75+ years,0,19848,0
Mauritius,2007,male,15-24 years,16,97048,16.486687
Mauritius,2007,male,25-34 years,30,102202,29.353633
Mauritius,2007,male,35-54 years,38,178997,21.22940608
Mauritius,2007,male,5-14 years,0,98602,0
Mauritius,2007,male,55-74 years,9,71372,12.60998711
Mauritius,2007,male,75+ years,4,11486,34.82500435
Mauritius,2008,female,15-24 years,2,95566,2.092794509
Mauritius,2008,female,25-34 years,3,104061,2.882924439
Mauritius,2008,female,35-54 years,3,180104,1.66570426
Mauritius,2008,female,5-14 years,1,94783,1.055041516
Mauritius,2008,female,55-74 years,3,86641,3.462563913
Mauritius,2008,female,75+ years,0,20317,0
Mauritius,2008,male,15-24 years,11,98207,11.2008309
Mauritius,2008,male,25-34 years,21,103266,20.33583174
Mauritius,2008,male,35-54 years,23,178971,12.85124406
Mauritius,2008,male,5-14 years,0,97260,0
Mauritius,2008,male,55-74 years,17,75302,22.5757616
Mauritius,2008,male,75+ years,0,11780,0
Mauritius,2009,female,15-24 years,7,97984,7.144023514
Mauritius,2009,female,25-34 years,5,98003,5.101884636
Mauritius,2009,female,35-54 years,3,178594,1.679787675
Mauritius,2009,female,5-14 years,3,96125,3.120936281
Mauritius,2009,female,55-74 years,4,93824,4.263301501
Mauritius,2009,female,75+ years,1,21454,4.661135453
Mauritius,2009,male,15-24 years,16,99793,16.0331887
Mauritius,2009,male,25-34 years,20,99119,20.17776612
Mauritius,2009,male,35-54 years,46,179965,25.56052566
Mauritius,2009,male,5-14 years,1,99208,1.007983227
Mauritius,2009,male,55-74 years,8,82341,9.71569449
Mauritius,2009,male,75+ years,1,13141,7.609770946
Mauritius,2010,female,15-24 years,2,98088,2.038985401
Mauritius,2010,female,25-34 years,9,102078,8.816787163
Mauritius,2010,female,35-54 years,8,184083,4.345865724
Mauritius,2010,female,5-14 years,0,92051,0
Mauritius,2010,female,55-74 years,3,93848,3.196658426
Mauritius,2010,female,75+ years,0,21469,0
Mauritius,2010,male,15-24 years,15,100282,14.95781895
Mauritius,2010,male,25-34 years,18,102081,17.6330561
Mauritius,2010,male,35-54 years,28,181881,15.39468114
Mauritius,2010,male,5-14 years,0,94862,0
Mauritius,2010,male,55-74 years,11,81700,13.46389229
Mauritius,2010,male,75+ years,4,12508,31.9795331
Mauritius,2011,female,15-24 years,10,99022,10.09876593
Mauritius,2011,female,25-34 years,5,100904,4.955204947
Mauritius,2011,female,35-54 years,4,185299,2.158673279
Mauritius,2011,female,5-14 years,1,90807,1.101236689
Mauritius,2011,female,55-74 years,3,98036,3.060100371
Mauritius,2011,female,75+ years,0,22119,0
Mauritius,2011,male,15-24 years,13,101183,12.84800806
Mauritius,2011,male,25-34 years,28,101278,27.64667549
Mauritius,2011,male,35-54 years,40,182167,21.95787382
Mauritius,2011,male,5-14 years,0,93940,0
Mauritius,2011,male,55-74 years,11,85760,12.82649254
Mauritius,2011,male,75+ years,3,12837,23.36994625
Mauritius,2012,female,15-24 years,10,99697,10.03039209
Mauritius,2012,female,25-34 years,6,99373,6.037857366
Mauritius,2012,female,35-54 years,5,186881,2.675499382
Mauritius,2012,female,5-14 years,2,89061,2.245651857
Mauritius,2012,female,55-74 years,2,102269,1.955626827
Mauritius,2012,female,75+ years,1,22801,4.385772554
Mauritius,2012,male,15-24 years,9,101864,8.835309825
Mauritius,2012,male,25-34 years,26,99664,26.08765452
Mauritius,2012,male,35-54 years,37,183077,20.21007554
Mauritius,2012,male,5-14 years,1,92585,1.080088567
Mauritius,2012,male,55-74 years,14,90063,15.54467428
Mauritius,2012,male,75+ years,2,13212,15.13775356
Mauritius,2013,female,15-24 years,8,94321,8.481674283
Mauritius,2013,female,25-34 years,1,89909,1.112235705
Mauritius,2013,female,35-54 years,3,176180,1.702803951
Mauritius,2013,female,5-14 years,2,87604,2.283000776
Mauritius,2013,female,55-74 years,1,107634,0.929074456
Mauritius,2013,female,75+ years,0,24625,0
Mauritius,2013,male,15-24 years,17,96237,17.66472355
Mauritius,2013,male,25-34 years,19,91452,20.77592617
Mauritius,2013,male,35-54 years,33,178200,18.51851852
Mauritius,2013,male,5-14 years,0,90906,0
Mauritius,2013,male,55-74 years,12,95695,12.53984012
Mauritius,2013,male,75+ years,2,14627,13.67334382
Mauritius,2014,female,15-24 years,3,94217,3.184138744
Mauritius,2014,female,25-34 years,7,88430,7.915865656
Mauritius,2014,female,35-54 years,7,176494,3.966140492
Mauritius,2014,female,5-14 years,3,85980,3.489183531
Mauritius,2014,female,55-74 years,2,112152,1.783294101
Mauritius,2014,female,75+ years,2,25080,7.974481659
Mauritius,2014,male,15-24 years,24,96346,24.91021942
Mauritius,2014,male,25-34 years,24,90004,26.66548153
Mauritius,2014,male,35-54 years,41,179164,22.88406153
Mauritius,2014,male,5-14 years,0,88814,0
Mauritius,2014,male,55-74 years,6,99760,6.014434643
Mauritius,2014,male,75+ years,1,14983,6.674230795
Mauritius,2015,female,15-24 years,7,94082,7.44031802
Mauritius,2015,female,25-34 years,10,86613,11.54561094
Mauritius,2015,female,35-54 years,5,177447,2.817742763
Mauritius,2015,female,5-14 years,0,83838,0
Mauritius,2015,female,55-74 years,4,116373,3.437223411
Mauritius,2015,female,75+ years,0,25820,0
Mauritius,2015,male,15-24 years,14,96489,14.50942594
Mauritius,2015,male,25-34 years,16,88362,18.10733121
Mauritius,2015,male,35-54 years,37,180202,20.53251351
Mauritius,2015,male,5-14 years,0,86385,0
Mauritius,2015,male,55-74 years,9,103727,8.676622287
Mauritius,2015,male,75+ years,2,15510,12.89490651
Mauritius,2016,female,15-24 years,4,94001,4.25527388
Mauritius,2016,female,25-34 years,3,85747,3.498664676
Mauritius,2016,female,35-54 years,6,177524,3.3798247
Mauritius,2016,female,5-14 years,0,81248,0
Mauritius,2016,female,55-74 years,2,120603,1.658333541
Mauritius,2016,female,75+ years,0,26298,0
Mauritius,2016,male,15-24 years,18,96372,18.67762421
Mauritius,2016,male,25-34 years,17,87701,19.38404351
Mauritius,2016,male,35-54 years,33,180530,18.27951033
Mauritius,2016,male,5-14 years,0,83549,0
Mauritius,2016,male,55-74 years,12,107902,11.12120257
Mauritius,2016,male,75+ years,3,15754,19.04278279
Netherlands,2000,female,15-24 years,18,927539,1.940619208
Netherlands,2000,female,25-34 years,67,1212404,5.526210735
Netherlands,2000,female,35-54 years,221,2386392,9.260842309
Netherlands,2000,female,5-14 years,0,962570,0
Netherlands,2000,female,55-74 years,146,1444755,10.10551962
Netherlands,2000,female,75+ years,49,629463,7.784413063
Netherlands,2000,male,15-24 years,90,960741,9.367769253
Netherlands,2000,male,25-34 years,162,1251135,12.948243
Netherlands,2000,male,35-54 years,440,2462006,17.87160551
Netherlands,2000,male,5-14 years,5,1006683,0.496680683
Netherlands,2000,male,55-74 years,208,1354147,15.36022308
Netherlands,2000,male,75+ years,95,335400,28.32438879
Netherlands,2001,female,15-24 years,32,934725,3.423466795
Netherlands,2001,female,25-34 years,61,1188832,5.131086646
Netherlands,2001,female,35-54 years,209,2406952,8.683181052
Netherlands,2001,female,5-14 years,2,967153,0.206792514
Netherlands,2001,female,55-74 years,106,1478539,7.169239364
Netherlands,2001,female,75+ years,54,636833,8.479460078
Netherlands,2001,male,15-24 years,71,968251,7.332809365
Netherlands,2001,male,25-34 years,183,1222239,14.97252174
Netherlands,2001,male,35-54 years,452,2481934,18.21160434
Netherlands,2001,male,5-14 years,1,1012887,0.098727696
Netherlands,2001,male,55-74 years,208,1397177,14.88716176
Netherlands,2001,male,75+ years,95,342815,27.71173957
Netherlands,2002,female,15-24 years,26,943864,2.754634142
Netherlands,2002,female,25-34 years,57,1164180,4.89615008
Netherlands,2002,female,35-54 years,218,2409590,9.047182301
Netherlands,2002,female,5-14 years,2,969671,0.206255524
Netherlands,2002,female,55-74 years,148,1527586,9.688488897
Netherlands,2002,female,75+ years,56,642771,8.712278556
Netherlands,2002,male,15-24 years,80,978378,8.176798742
Netherlands,2002,male,25-34 years,179,1191890,15.01816443
Netherlands,2002,male,35-54 years,482,2481771,19.42161465
Netherlands,2002,male,5-14 years,5,1015880,0.492184116
Netherlands,2002,male,55-74 years,227,1454558,15.6061154
Netherlands,2002,male,75+ years,90,350179,25.70114142
Netherlands,2003,female,15-24 years,29,950780,3.050127264
Netherlands,2003,female,25-34 years,48,1137043,4.221476233
Netherlands,2003,female,35-54 years,193,2416242,7.987610513
Netherlands,2003,female,5-14 years,1,972603,0.102816874
Netherlands,2003,female,55-74 years,142,1570271,9.043025057
Netherlands,2003,female,75+ years,71,648808,10.94314497
Netherlands,2003,male,15-24 years,68,985449,6.900407834
Netherlands,2003,male,25-34 years,165,1157639,14.253148
Netherlands,2003,male,35-54 years,459,2483688,18.4805821
Netherlands,2003,male,5-14 years,2,1018379,0.196390538
Netherlands,2003,male,55-74 years,246,1504780,16.34790468
Netherlands,2003,male,75+ years,78,357715,21.80506828
Netherlands,2004,female,15-24 years,25,955899,2.615339068
Netherlands,2004,female,25-34 years,42,1105273,3.799966162
Netherlands,2004,female,35-54 years,231,2430075,9.505879448
Netherlands,2004,female,5-14 years,2,974836,0.205162715
Netherlands,2004,female,55-74 years,132,1606894,8.214605319
Netherlands,2004,female,75+ years,60,656752,9.135868638
Netherlands,2004,male,15-24 years,72,988827,7.281354575
Netherlands,2004,male,25-34 years,141,1118373,12.60760051
Netherlands,2004,male,35-54 years,489,2492028,19.62257246
Netherlands,2004,male,5-14 years,7,1021382,0.685345933
Netherlands,2004,male,55-74 years,230,1548535,14.85274792
Netherlands,2004,male,75+ years,83,366987,22.61660495
Netherlands,2005,female,15-24 years,33,960181,3.43685201
Netherlands,2005,female,25-34 years,55,1071944,5.130865045
Netherlands,2005,female,35-54 years,228,2446316,9.320136892
Netherlands,2005,female,5-14 years,2,975331,0.20505859
Netherlands,2005,female,55-74 years,134,1639946,8.171000752
Netherlands,2005,female,75+ years,48,666329,7.203648648
Netherlands,2005,male,15-24 years,78,992090,7.862189922
Netherlands,2005,male,25-34 years,144,1078642,13.35011987
Netherlands,2005,male,35-54 years,503,2502562,20.09940213
Netherlands,2005,male,5-14 years,11,1021870,1.076457866
Netherlands,2005,male,55-74 years,258,1587471,16.2522654
Netherlands,2005,male,75+ years,80,377913,21.16889337
Netherlands,2006,female,15-24 years,34,963837,3.527567421
Netherlands,2006,female,25-34 years,51,1042374,4.892677676
Netherlands,2006,female,35-54 years,207,2458615,8.419374323
Netherlands,2006,female,5-14 years,3,974095,0.307978175
Netherlands,2006,female,55-74 years,141,1670944,8.438343834
Netherlands,2006,female,75+ years,43,676057,6.360410439
Netherlands,2006,male,15-24 years,91,996333,9.133492517
Netherlands,2006,male,25-34 years,143,1044859,13.68605716
Netherlands,2006,male,35-54 years,468,2508382,18.65744532
Netherlands,2006,male,5-14 years,1,1019999,0.098039312
Netherlands,2006,male,55-74 years,248,1623656,15.27417138
Netherlands,2006,male,75+ years,95,389546,24.38736375
Netherlands,2007,female,15-24 years,22,970052,2.267919658
Netherlands,2007,female,25-34 years,48,1017477,4.717551355
Netherlands,2007,female,35-54 years,171,2464793,6.937702274
Netherlands,2007,female,5-14 years,4,972473,0.411322474
Netherlands,2007,female,55-74 years,124,1703333,7.279844869
Netherlands,2007,female,75+ years,41,686244,5.974551326
Netherlands,2007,male,15-24 years,72,1003453,7.175223952
Netherlands,2007,male,25-34 years,114,1018680,11.190953
Netherlands,2007,male,35-54 years,427,2508053,17.02515856
Netherlands,2007,male,5-14 years,5,1018393,0.490969596
Netherlands,2007,male,55-74 years,250,1660580,15.05498079
Netherlands,2007,male,75+ years,76,401873,18.91144715
Netherlands,2008,female,15-24 years,31,980609,3.161300783
Netherlands,2008,female,25-34 years,41,1001975,4.091918461
Netherlands,2008,female,35-54 years,184,2464321,7.466559754
Netherlands,2008,female,5-14 years,0,972276,0
Netherlands,2008,female,55-74 years,153,1737666,8.804914178
Netherlands,2008,female,75+ years,39,696023,5.603263111
Netherlands,2008,male,15-24 years,67,1014326,6.605371449
Netherlands,2008,male,25-34 years,119,1005566,11.83413123
Netherlands,2008,male,35-54 years,462,2502579,18.46095568
Netherlands,2008,male,5-14 years,5,1018474,0.490930549
Netherlands,2008,male,55-74 years,252,1698728,14.8346292
Netherlands,2008,male,75+ years,86,414420,20.75189421
Netherlands,2009,female,15-24 years,24,991956,2.419462154
Netherlands,2009,female,25-34 years,48,996321,4.817724408
Netherlands,2009,female,35-54 years,209,2458921,8.499663064
Netherlands,2009,female,5-14 years,2,971815,0.205800487
Netherlands,2009,female,55-74 years,131,1773158,7.387948508
Netherlands,2009,female,75+ years,48,705088,6.807660888
